Epoch: 1/10, Loss: 0.006528762169182301
Epoch: 2/10, Loss: 0.0041772425174713135
Epoch: 3/10, Loss: 0.0026240681763738394
Epoch: 4/10, Loss: 0.004676895681768656
Epoch: 5/10, Loss: 0.0035797213204205036
Epoch: 6/10, Loss: 0.002384105697274208
Epoch: 7/10, Loss: 0.0016942304791882634
Epoch: 8/10, Loss: 0.0022599936928600073
Epoch: 9/10, Loss: 0.005183015018701553
Epoch: 10/10, Loss: 0.0019337496487423778
